Gene	Mean.UTR5.Length_Mouse	Median.UTR5.Length_Mouse	Human	Mean.UTR5.Length_Human	Median.UTR5.Length_Human
ENSMUSG00000002384	186	186	NA	NA	NA
ENSMUSG00000002393	689	689	ENSG00000160113	699	699
ENSMUSG00000002395	114.66666666666667	137	ENSG00000053501	27.666666666666668	18
ENSMUSG00000002396	347.3333333333333	336	ENSG00000099330	74	23
ENSMUSG00000002409	125.5	124	ENSG00000105204	162.5	138
ENSMUSG00000002413	168	168	ENSG00000157764	100.25	73
ENSMUSG00000002416	36.5	36.5	ENSG00000090266	81.6923076923077	83
ENSMUSG00000002428	177	177	ENSG00000071794	192.25	191.5
ENSMUSG00000002455	143.5	143.5	ENSG00000101161	114	114
ENSMUSG00000002458	112.33333333333333	76	ENSG00000171700	136.33333333333334	116
ENSMUSG00000002459	113	134	ENSG00000147509	120.2	105
ENSMUSG00000002475	39	22	ENSG00000158201	192	146
ENSMUSG00000002477	99.66666666666667	117	ENSG00000167088	90	113
ENSMUSG00000002486	201	201	NA	NA	NA
ENSMUSG00000002489	133	133.5	ENSG00000156299	130.22222222222223	124
ENSMUSG00000002496	65.28571428571429	71	ENSG00000103197	56.1764705882353	57
ENSMUSG00000002500	143.5	143.5	ENSG00000140986	58	58
ENSMUSG00000002504	133.8	139	ENSG00000065054	105.75	92.5
ENSMUSG00000002524	39.5	39.5	ENSG00000179950	101.1304347826087	56
ENSMUSG00000002546	48.75	48	NA	NA	NA
ENSMUSG00000002550	125	125	ENSG00000130717	51.25	55.5
ENSMUSG00000002565	97.5	97.5	ENSG00000006747	108.25	108
ENSMUSG00000002578	230.16666666666666	131	ENSG00000123411	125.375	83.5
ENSMUSG00000002580	45	45	ENSG00000141741	26	26
ENSMUSG00000002588	116	116	ENSG00000005421	57	57
ENSMUSG00000002602	218	218	ENSG00000167601	117.33333333333333	137
ENSMUSG00000002603	867	867	ENSG00000105329	878	878
ENSMUSG00000002608	122	122	ENSG00000142039	139	139
ENSMUSG00000002617	145.5	152	NA	NA	NA
ENSMUSG00000002625	102	102	ENSG00000011243	99	105
ENSMUSG00000002633	493	493	ENSG00000164690	341	341
ENSMUSG00000002635	18	18	ENSG00000126249	101.66666666666667	109
ENSMUSG00000002658	168	168	ENSG00000125651	169	169
ENSMUSG00000002660	23	23	ENSG00000125656	86	86
ENSMUSG00000002661	23	23	ENSG00000125652	70.2	48
ENSMUSG00000002664	3	3	ENSG00000125650	1646.5	1646.5
ENSMUSG00000002668	104	104	ENSG00000205744	69	92
ENSMUSG00000002679	49.25	32	ENSG00000133997	25.666666666666668	18
ENSMUSG00000002688	125	125	ENSG00000184304	232.5	232.5
ENSMUSG00000002699	310	310	ENSG00000043462	190.5	190.5
ENSMUSG00000002718	64.5	64.5	ENSG00000124207	100.33333333333333	112
ENSMUSG00000002728	42.5	42.5	ENSG00000173418	252.33333333333334	87
ENSMUSG00000002731	159	159	ENSG00000180228	136	131
ENSMUSG00000002732	56	56	ENSG00000079150	77.33333333333333	77
ENSMUSG00000002733	314	314	ENSG00000116095	413	413
ENSMUSG00000002741	208	208	ENSG00000106636	153.5	161
ENSMUSG00000002748	386	386	ENSG00000009954	352.5	352.5
ENSMUSG00000002763	37	37	ENSG00000124587	31	31
ENSMUSG00000002767	53.333333333333336	53	ENSG00000112651	40.75	46.5
ENSMUSG00000002768	86.42857142857143	82	ENSG00000124733	176.85714285714286	133
ENSMUSG00000002769	17	17	ENSG00000124713	14	14
ENSMUSG00000002771	435.6666666666667	562	ENSG00000105464	168.66666666666666	201
ENSMUSG00000002778	142	140.5	ENSG00000105438	309.5	309.5
ENSMUSG00000002781	232	232	ENSG00000161558	59	20
ENSMUSG00000002797	115	115	ENSG00000006625	108.2	107
ENSMUSG00000002799	292	292	ENSG00000184916	380	380
ENSMUSG00000002803	100.8	83	ENSG00000184887	360	360
ENSMUSG00000002804	46	46	ENSG00000183828	103	103
ENSMUSG00000002808	158.75	178	ENSG00000086289	209.33333333333334	282
ENSMUSG00000002812	74	74	ENSG00000177731	49.25	42
ENSMUSG00000002814	162.4	164	ENSG00000177302	216	216
ENSMUSG00000002820	190	190	ENSG00000130734	187	187
ENSMUSG00000002825	18	18	ENSG00000213339	22	22
ENSMUSG00000002831	64	64	ENSG00000167676	66.66666666666667	81
ENSMUSG00000002833	98	117	ENSG00000167674	49.5	49.5
ENSMUSG00000002835	73	73	ENSG00000167670	123	123
ENSMUSG00000002844	108.5	108.5	ENSG00000144843	369.6666666666667	183.5
ENSMUSG00000002845	152.66666666666666	74	ENSG00000176142	177	177
ENSMUSG00000002846	129	129	ENSG00000113845	187	187
ENSMUSG00000002847	269	269	ENSG00000144837	98.8	109
ENSMUSG00000002870	130	130	ENSG00000073111	56	56
ENSMUSG00000002871	144.28571428571428	133	ENSG00000163870	240	261
ENSMUSG00000002881	182	119.5	ENSG00000138386	170	157
ENSMUSG00000002885	85.66666666666667	36	ENSG00000123146	179	89
ENSMUSG00000002897	82	82	ENSG00000177663	92	92
ENSMUSG00000002900	148.75	119	ENSG00000091136	104.125	94.5
ENSMUSG00000002908	128.6	82	ENSG00000105642	145.88888888888889	121
ENSMUSG00000002910	319	319	ENSG00000105643	119	103
ENSMUSG00000002930	72	72	ENSG00000106341	64	64
ENSMUSG00000002944	83.33333333333333	87	ENSG00000135218	125.61538461538461	105
ENSMUSG00000002948	136	149	NA	NA	NA
ENSMUSG00000002949	26	26	ENSG00000104980	15	15
ENSMUSG00000002957	187	187	ENSG00000183020	182.5	182.5
ENSMUSG00000002963	120	113	ENSG00000039650	68.8	82
ENSMUSG00000002968	130.16666666666666	76	ENSG00000104973	53	53
ENSMUSG00000002980	77	77	ENSG00000187244	38	38
ENSMUSG00000002981	28	28	ENSG00000104853	165.2	113
ENSMUSG00000002983	196	196	ENSG00000104856	117.5	117.5
ENSMUSG00000002984	85.66666666666667	81	ENSG00000130204	71.2	84
ENSMUSG00000002985	72	41	ENSG00000130203	34.5	34.5
ENSMUSG00000002992	96	86	NA	NA	NA
ENSMUSG00000002996	89	12	ENSG00000105856	184.2	183
ENSMUSG00000002997	117.14285714285714	84	ENSG00000005249	114	114
ENSMUSG00000003031	198.33333333333334	39	ENSG00000111276	245	245
ENSMUSG00000003032	595	595	ENSG00000136826	406	597
ENSMUSG00000003033	184	184	ENSG00000072958	127.33333333333333	116
ENSMUSG00000003037	159	159	ENSG00000167461	9	9
ENSMUSG00000003038	128.83333333333334	117	NA	NA	NA
ENSMUSG00000003039	57	57	ENSG00000105058	94.33333333333333	33
ENSMUSG00000003051	106	90	ENSG00000163435	888.5	177
ENSMUSG00000003053	77.33333333333333	91	NA	NA	NA
ENSMUSG00000003062	77	79	ENSG00000010270	103.6	70
ENSMUSG00000003068	461.5	461.5	ENSG00000118046	600.75	491
ENSMUSG00000003070	281	281	ENSG00000099617	296	296
ENSMUSG00000003072	220.5	180.5	ENSG00000099624	78.66666666666667	100
ENSMUSG00000003099	103	103	ENSG00000011485	105.66666666666667	110
ENSMUSG00000003119	132	54	ENSG00000167258	448.5	448.5
ENSMUSG00000003123	302.1666666666667	193.5	ENSG00000079435	239	239
ENSMUSG00000003131	149	93	ENSG00000168092	94	121
ENSMUSG00000003134	161.5	161.5	ENSG00000204634	129	129
ENSMUSG00000003135	126	56	ENSG00000158435	79	79
ENSMUSG00000003153	355	355	NA	NA	NA
ENSMUSG00000003154	535.5	535.5	ENSG00000065970	535.3333333333334	474
ENSMUSG00000003161	97	97	ENSG00000075142	40.75	37
ENSMUSG00000003166	145.1818181818182	129	ENSG00000070413	227	227
ENSMUSG00000003184	197	189.5	ENSG00000126456	180.5	172
ENSMUSG00000003190	75	100	ENSG00000126453	333.875	121
ENSMUSG00000003198	64	64	NA	NA	NA
ENSMUSG00000003199	36.666666666666664	42	ENSG00000008382	46.333333333333336	40
ENSMUSG00000003200	146.5	146.5	ENSG00000141985	128.66666666666666	157
ENSMUSG00000003206	222	222	ENSG00000105246	28	28
ENSMUSG00000003208	101.5	101.5	ENSG00000105248	67	67
ENSMUSG00000003226	58	58	ENSG00000153201	89.25	113
ENSMUSG00000003227	108.5	108.5	ENSG00000135960	223.6	261
ENSMUSG00000003228	474	474	ENSG00000198873	347	347
ENSMUSG00000003233	144.33333333333334	131	ENSG00000161202	165	165
ENSMUSG00000003234	96	96	ENSG00000161204	21.5	21.5
ENSMUSG00000003235	97	97	ENSG00000145191	19.333333333333332	21
ENSMUSG00000003269	335.3333333333333	195	ENSG00000268465	75	75
ENSMUSG00000003271	336.6666666666667	159	ENSG00000088002	228	228
ENSMUSG00000003273	430	430	ENSG00000063180	555	555
ENSMUSG00000003279	175.28571428571428	116.5	ENSG00000170579	96.5	75
ENSMUSG00000003282	116	105	ENSG00000181690	109.66666666666667	111
ENSMUSG00000003283	171	225	ENSG00000101336	157.83333333333334	204.5
ENSMUSG00000003299	203	203	ENSG00000105364	88.66666666666667	56.5
ENSMUSG00000003308	357.5	268	ENSG00000079999	121	116
ENSMUSG00000003309	76	76	ENSG00000129354	82.5	82.5
ENSMUSG00000003316	20	20	ENSG00000090863	29.333333333333332	20
ENSMUSG00000003341	64.66666666666667	75	ENSG00000130270	115.25	112
ENSMUSG00000003344	9	9	ENSG00000133243	11	11
ENSMUSG00000003345	143	113	ENSG00000133275	256	256
ENSMUSG00000003346	167	167	ENSG00000129968	111.8	82
ENSMUSG00000003348	68.5	68.5	ENSG00000172081	133.25	136.5
ENSMUSG00000003352	189.66666666666666	103	ENSG00000167535	215.6	100
ENSMUSG00000003354	177	177	ENSG00000139537	215.5	215.5
ENSMUSG00000003355	113	113	ENSG00000134285	90.66666666666667	85.5
ENSMUSG00000003360	67	67	ENSG00000174243	80	80
ENSMUSG00000003363	137	122.5	ENSG00000105223	110.95833333333333	79
ENSMUSG00000003378	151.5	151.5	ENSG00000105737	350.3333333333333	50
ENSMUSG00000003379	141	141	ENSG00000105369	25.5	25.5
ENSMUSG00000003380	158.5	158.5	ENSG00000105404	84.6	29
ENSMUSG00000003382	80.8	46	ENSG00000117036	84	80
ENSMUSG00000003402	110.25	65.5	ENSG00000130175	149.5	76.5
ENSMUSG00000003410	418.5	418.5	ENSG00000196361	227.5	227.5
ENSMUSG00000003411	64.33333333333333	19	ENSG00000169213	149	149
ENSMUSG00000003418	620	620	ENSG00000148488	340	340
ENSMUSG00000003420	174	204	ENSG00000104870	103.8	90
ENSMUSG00000003421	47.5	41	ENSG00000142546	29	42
ENSMUSG00000003423	115.5	115.5	ENSG00000104872	115.33333333333333	102
ENSMUSG00000003429	76	76	ENSG00000142534	47.42857142857143	25
ENSMUSG00000003435	104.66666666666667	25	ENSG00000196235	138.42857142857142	92
ENSMUSG00000003436	492	492	ENSG00000090932	17.5	17.5
ENSMUSG00000003437	257	257	ENSG00000006712	266	266
ENSMUSG00000003438	40	40	ENSG00000105197	54	16
ENSMUSG00000003444	45	45	ENSG00000063322	37.333333333333336	37
ENSMUSG00000003452	429	429	ENSG00000151746	366.25	466
ENSMUSG00000003458	113	113	ENSG00000162736	36	14
ENSMUSG00000003464	20.5	20.5	ENSG00000162735	9	9
ENSMUSG00000003469	174	174	ENSG00000168490	190.25	213
ENSMUSG00000003476	144.66666666666666	142	ENSG00000106113	151.83333333333334	163
ENSMUSG00000003477	60	60	ENSG00000241644	15	15
ENSMUSG00000003484	24.5	24.5	ENSG00000186529	47.2	46
ENSMUSG00000003500	124.71428571428571	90	ENSG00000106348	81	81
ENSMUSG00000003505	159.5	159.5	NA	NA	NA
ENSMUSG00000003518	78.375	71	NA	NA	NA
ENSMUSG00000003526	59.5	48.5	ENSG00000277196	NA	NA
ENSMUSG00000003527	26.5	26.5	ENSG00000100056	11	11
ENSMUSG00000003528	140	140	ENSG00000100075	82.6	100
ENSMUSG00000003531	108.8	87	ENSG00000278817	NA	NA
ENSMUSG00000003534	111	93.5	ENSG00000204580	156	124.5
ENSMUSG00000003541	35	35	ENSG00000137331	29.5	29.5
ENSMUSG00000003545	468	615	ENSG00000125740	569.2	592
ENSMUSG00000003546	39.333333333333336	48	ENSG00000137171	176.57142857142858	88
ENSMUSG00000003549	158	48	ENSG00000012061	165.71428571428572	127
ENSMUSG00000003555	230	230	ENSG00000148795	74.66666666666667	61
ENSMUSG00000003559	148	136	ENSG00000214435	123	123
ENSMUSG00000003573	125	85	ENSG00000268193	NA	NA
ENSMUSG00000003575	21	21	ENSG00000105662	44.75	28.5
ENSMUSG00000003581	71	71	ENSG00000099999	91	91
ENSMUSG00000003585	153	153	ENSG00000100003	92.4	80
ENSMUSG00000003604	120	120	ENSG00000169857	158	158
ENSMUSG00000003617	206	215	ENSG00000047457	37	37
ENSMUSG00000003623	112.66666666666667	96	ENSG00000005469	79	89
ENSMUSG00000003644	105.125	96.5	ENSG00000117676	104.5	84
ENSMUSG00000003657	71	71	ENSG00000172137	75	75
ENSMUSG00000003660	95	95	ENSG00000144028	109	109
ENSMUSG00000003662	196	196	ENSG00000144021	126	126
ENSMUSG00000003665	42	42	ENSG00000105509	35.333333333333336	35
ENSMUSG00000003680	110.28571428571429	107	ENSG00000162227	54	54
ENSMUSG00000003721	115.25	89	ENSG00000125629	104.5	104.5
ENSMUSG00000003731	57.333333333333336	80	ENSG00000025800	75	75
ENSMUSG00000003746	241	246	ENSG00000111885	221	221
ENSMUSG00000003752	141	141	ENSG00000086544	24	24
ENSMUSG00000003762	136.33333333333334	151	ENSG00000123815	88.25	63
ENSMUSG00000003778	45	45	ENSG00000112983	30	19
ENSMUSG00000003779	204.75	235.5	ENSG00000112984	51.666666666666664	43
ENSMUSG00000003808	32	32	ENSG00000179115	58	18
ENSMUSG00000003809	148.66666666666666	180	ENSG00000105607	74.25	59
ENSMUSG00000003810	257.6666666666667	208	ENSG00000086015	233.5	233.5
ENSMUSG00000003812	195	216	ENSG00000105612	82.5	82.5
ENSMUSG00000003813	88	88	ENSG00000179262	72.33333333333333	73
ENSMUSG00000003814	136	136	ENSG00000179218	53	53
ENSMUSG00000003824	128	128	ENSG00000161860	36	36
ENSMUSG00000003847	242.75	292	ENSG00000102908	298	318
ENSMUSG00000003848	21	21	ENSG00000141101	16	16
ENSMUSG00000003849	134	134	ENSG00000181019	113	94
ENSMUSG00000003863	72.66666666666667	60	ENSG00000177380	97	97
ENSMUSG00000003865	192.5	192.5	ENSG00000104812	197.5	197.5
ENSMUSG00000003868	212	93	ENSG00000183207	97.8	55
ENSMUSG00000003872	25	25	ENSG00000104863	58	58
ENSMUSG00000003873	92	92	ENSG00000087088	29.666666666666668	34
ENSMUSG00000003882	89.5	89.5	ENSG00000168685	86.5	86.5
ENSMUSG00000003923	155.25	126	ENSG00000108064	126	126
ENSMUSG00000003929	142	142	NA	NA	NA
ENSMUSG00000003934	392	392	ENSG00000108947	397	397
ENSMUSG00000003948	244	244	ENSG00000108960	140	140
ENSMUSG00000003949	531	531	ENSG00000108924	227.2	140
ENSMUSG00000003955	60.8	53	ENSG00000114023	98.0909090909091	106
ENSMUSG00000003970	84.33333333333333	32	ENSG00000161016	139.4	145
ENSMUSG00000003974	91	91	ENSG00000198822	378.3333333333333	140
ENSMUSG00000003992	116.5	116.5	ENSG00000145687	68.5	30.5
ENSMUSG00000004018	546.5	546.5	ENSG00000115392	40.53846153846154	35
ENSMUSG00000004031	443	443	ENSG00000198797	425.5	425.5
ENSMUSG00000004032	76.4	65	ENSG00000134202	179.66666666666666	224
ENSMUSG00000004035	77.66666666666667	57	ENSG00000213366	64.5	64.5
ENSMUSG00000004038	143	143	NA	NA	NA
ENSMUSG00000004040	161.2	149	ENSG00000168610	160.2	176
ENSMUSG00000004043	103.25	86.5	ENSG00000126561	147.8125	99.5
ENSMUSG00000004044	421	421	ENSG00000177469	159	159
ENSMUSG00000004054	274.6666666666667	230	ENSG00000173327	245.33333333333334	236
ENSMUSG00000004056	137.16666666666666	103	ENSG00000105221	115.85714285714286	129
ENSMUSG00000004069	40.333333333333336	38	ENSG00000103423	74.33333333333333	22
ENSMUSG00000004070	143	134	ENSG00000103415	122.76923076923077	118
ENSMUSG00000004071	98	100	ENSG00000089486	135.875	86.5
ENSMUSG00000004085	127	128	ENSG00000091436	138	157
ENSMUSG00000004096	90	97	ENSG00000150316	33.5	33.5
ENSMUSG00000004098	114	114	ENSG00000080573	119	119
ENSMUSG00000004099	308.57142857142856	156	ENSG00000130816	115.33333333333333	56
ENSMUSG00000004100	125	125	ENSG00000243207	172	172
ENSMUSG00000004105	213	213	ENSG00000136859	194.75	204.5
ENSMUSG00000004110	437	437	ENSG00000198216	322.75	196.5
ENSMUSG00000004113	93.5	93.5	ENSG00000148408	138.66666666666666	145
ENSMUSG00000004127	117	149	ENSG00000145331	113.6	105
ENSMUSG00000004151	203.375	214.5	ENSG00000006468	184.22222222222223	128
ENSMUSG00000004187	118.2	82	ENSG00000167702	74	74
ENSMUSG00000004207	90.33333333333333	115	ENSG00000197746	30	30
ENSMUSG00000004221	99.63636363636364	112	ENSG00000269335	149.61111111111111	117
ENSMUSG00000004231	618	318	ENSG00000075891	395.75	431.5
ENSMUSG00000004233	17	17	ENSG00000116874	6.5	6.5
ENSMUSG00000004263	188.5	188.5	NA	NA	NA
ENSMUSG00000004264	101	101	ENSG00000215021	165	180
ENSMUSG00000004266	147	157	ENSG00000111679	182.66666666666666	157
ENSMUSG00000004267	106.6	84	ENSG00000111674	169.57142857142858	71
ENSMUSG00000004268	135	135	ENSG00000126749	11	11
ENSMUSG00000004270	182	182	ENSG00000111684	52	52
ENSMUSG00000004285	148.33333333333334	100	ENSG00000128524	25	25
ENSMUSG00000004296	109	109	ENSG00000113302	211.66666666666666	148
ENSMUSG00000004317	115	115	ENSG00000171365	143.0909090909091	128
ENSMUSG00000004319	293	295.5	ENSG00000109572	291.75	308
ENSMUSG00000004328	64.5	64.5	ENSG00000124440	72.83333333333333	76.5
ENSMUSG00000004341	133	133	ENSG00000198704	47	47
ENSMUSG00000004344	71	71	NA	NA	NA
ENSMUSG00000004347	227.66666666666666	129.5	ENSG00000154678	290	330.5
ENSMUSG00000004356	154	154	ENSG00000120800	178	178
ENSMUSG00000004359	71	71	ENSG00000166211	122	122
ENSMUSG00000004360	141.75	120.5	ENSG00000189367	167.5	167.5
ENSMUSG00000004364	169	169	ENSG00000036257	297	354
ENSMUSG00000004366	214	214	ENSG00000157005	103	103
ENSMUSG00000004371	104	67	ENSG00000095752	123.33333333333333	153
ENSMUSG00000004383	482	93	ENSG00000133424	195.42857142857142	120.5
ENSMUSG00000004393	53	53	ENSG00000136271	21.5	21.5
ENSMUSG00000004394	37	37	ENSG00000158604	53	53
ENSMUSG00000004415	145.5	145.5	ENSG00000160963	157	157
ENSMUSG00000004446	87	87	ENSG00000015475	110.2	79.5
ENSMUSG00000004451	133.5	133.5	ENSG00000144118	105	123
ENSMUSG00000004455	244	244	ENSG00000186298	342.8	184
ENSMUSG00000004460	186.5	186.5	ENSG00000090520	369	194
ENSMUSG00000004462	180.33333333333334	173	ENSG00000113838	179.25	118.5
ENSMUSG00000004473	137	137	ENSG00000105472	82.5	82.5
ENSMUSG00000004500	245.5	245.5	ENSG00000249471	64.2	80
ENSMUSG00000004508	145	145	ENSG00000033327	86.66666666666667	100
ENSMUSG00000004530	76.5	76.5	ENSG00000110880	113.57142857142857	90
ENSMUSG00000004535	67	67	ENSG00000106052	110.75	118
ENSMUSG00000004540	192	192	NA	NA	NA
ENSMUSG00000004542	193	193	NA	NA	NA
ENSMUSG00000004552	145.33333333333334	120	ENSG00000196188	111	111
ENSMUSG00000004558	93.33333333333333	108	ENSG00000165795	180.2941176470588	111
ENSMUSG00000004561	104	104	ENSG00000165792	19.5	19.5
ENSMUSG00000004562	98.6	80	ENSG00000165801	93	93
ENSMUSG00000004565	86.83333333333333	69.5	ENSG00000032444	130.66666666666666	114.5
ENSMUSG00000004567	140	140	ENSG00000090674	127	127
ENSMUSG00000004568	170.2	74	ENSG00000104880	170.25	101.5
ENSMUSG00000004591	346	346	ENSG00000065243	225	308
ENSMUSG00000004609	76.4	77	NA	NA	NA
ENSMUSG00000004610	65	65	ENSG00000105379	1265	1265
ENSMUSG00000004612	202.5	202.5	ENSG00000105374	130	119
ENSMUSG00000004626	213	213	ENSG00000076944	89.8	37
ENSMUSG00000004630	61.666666666666664	52.5	ENSG00000174788	139	139
ENSMUSG00000004631	79.42857142857143	88	ENSG00000127990	67.38709677419355	54
ENSMUSG00000004633	392.25	373.5	ENSG00000285162	NA	NA
ENSMUSG00000004637	88	77	ENSG00000186153	158.6	104
ENSMUSG00000004642	128.25	72.5	ENSG00000163950	113	129.5
ENSMUSG00000004651	162	162	ENSG00000077498	79	79
ENSMUSG00000004654	31	31	ENSG00000106128	134.42857142857142	116
ENSMUSG00000004655	59	59	ENSG00000250424	NA	NA
ENSMUSG00000004661	144.4	112	ENSG00000179361	104.33333333333333	111
ENSMUSG00000004665	74.5	74.5	ENSG00000064666	42.8	44
ENSMUSG00000004667	156	156	ENSG00000099817	53.75	55.5
ENSMUSG00000004668	24	24	ENSG00000179869	26	26
ENSMUSG00000004677	78.75	72	ENSG00000099331	80.2	89
ENSMUSG00000004698	127.5	73.5	ENSG00000048052	175.33333333333334	138.5
ENSMUSG00000004707	42.666666666666664	35	ENSG00000122224	51.25	45
ENSMUSG00000004709	132	132	ENSG00000122223	105.33333333333333	83
ENSMUSG00000004730	23.5	23.5	ENSG00000174837	35.75	35
ENSMUSG00000004748	163	163	ENSG00000242114	134	108
ENSMUSG00000004768	153.5	135	ENSG00000112210	245.33333333333334	89
ENSMUSG00000004771	127	127	ENSG00000103769	90	95
ENSMUSG00000004788	81	81	ENSG00000119718	70	70
ENSMUSG00000004789	64	64	ENSG00000119689	38	38
ENSMUSG00000004791	574	574	ENSG00000119630	358	355
ENSMUSG00000004798	497	497	ENSG00000083290	519	519
ENSMUSG00000004814	77	77	ENSG00000106178	61.666666666666664	59
ENSMUSG00000004815	116	116	ENSG00000145214	87	87
ENSMUSG00000004821	53	53	NA	NA	NA
ENSMUSG00000004837	82	82	ENSG00000189152	58	58
ENSMUSG00000004842	116.33333333333333	118	ENSG00000064835	122	122
ENSMUSG00000004843	99.33333333333333	46	ENSG00000083937	186.42857142857142	221
ENSMUSG00000004846	667	667	ENSG00000106397	307	307
ENSMUSG00000004849	125	125	ENSG00000106367	41.5	41.5
ENSMUSG00000004864	113	113	ENSG00000156711	80.75	84.5
ENSMUSG00000004865	137	75	ENSG00000096063	52.25	51.5
ENSMUSG00000004872	237	237	ENSG00000135903	227.28571428571428	250
ENSMUSG00000004880	53	53	ENSG00000143815	83	85
ENSMUSG00000004885	175	175	ENSG00000143320	88.2	100
ENSMUSG00000004891	92	92	ENSG00000132688	143	143
ENSMUSG00000004892	74	74	ENSG00000132692	66.66666666666667	33
ENSMUSG00000004894	68	56	ENSG00000132702	95.33333333333333	121
ENSMUSG00000004895	266	266	ENSG00000143294	237	237
ENSMUSG00000004896	348.6666666666667	251	ENSG00000143303	442.5	481
ENSMUSG00000004897	181	181	ENSG00000143321	124.5	107.5
ENSMUSG00000004902	127.5	127.5	ENSG00000182902	185.75	208
ENSMUSG00000004929	228	228	ENSG00000172009	332.3333333333333	160
ENSMUSG00000004931	146	147	ENSG00000011132	97	97
ENSMUSG00000004933	176.83333333333334	168.5	ENSG00000007264	158.85714285714286	151
ENSMUSG00000004934	212	212	ENSG00000105229	25	25
ENSMUSG00000004936	339	339	ENSG00000169032	183.25	123.5
ENSMUSG00000004937	43.5	43.5	ENSG00000104969	158.83333333333334	61
ENSMUSG00000004939	75	75	ENSG00000077009	88.16666666666667	70.5
ENSMUSG00000004945	35.666666666666664	39	ENSG00000215712	61	61
ENSMUSG00000004947	121.71428571428571	123	ENSG00000091073	109.14285714285714	121
ENSMUSG00000004948	35	35	ENSG00000188372	290.8	97
ENSMUSG00000004951	90.5	90.5	ENSG00000106211	69	64
ENSMUSG00000004952	139	139	ENSG00000170667	107.5	80.5
ENSMUSG00000004961	256	256	ENSG00000129990	366.5	179
ENSMUSG00000004980	158.25	159.5	ENSG00000122566	454.3333333333333	470
ENSMUSG00000004988	181.125	59	ENSG00000150201	135.8	62
ENSMUSG00000004994	93.66666666666667	39	ENSG00000104957	140.75	151
ENSMUSG00000004996	64	64	ENSG00000037757	62	62
ENSMUSG00000005034	234.25	266.5	ENSG00000142875	136.33333333333334	100
ENSMUSG00000005043	39	39	ENSG00000181523	22.5	22.5
ENSMUSG00000005045	183	183	ENSG00000116254	298	298
ENSMUSG00000005054	123	123	ENSG00000160213	44	44
ENSMUSG00000005057	183	215.5	ENSG00000160999	120	104
ENSMUSG00000005069	66.4	65	ENSG00000139197	164.88888888888889	89
ENSMUSG00000005078	323	323	ENSG00000050130	161.83333333333334	84
